Chromosome	Start	End	MANE_Transcript	Near_coding_region
chr1	161171177	161171220	ENST00000367999	three_prime_UTR
chr1	161222292	161222404	ENST00000367990	three_prime_UTR
chr1	161223402	161223425	ENST00000367990	five_prime_UTR
chr1	161223426	161223445	ENST00000367990	5_prime_intron
chr1	161223514	161223845	ENST00000367990	promoter
chr1	161223575	161223594	ENST00000367990	5_prime_intron
chr1	161223595	161223628	ENST00000367990	five_prime_UTR
chr1	161304735	161305875	ENST00000533357	three_prime_UTR
chr1	161309829	161309838	ENST00000533357	promoter
chr1	161309906	161310234	ENST00000533357	promoter
chr1	161309906	161309968	ENST00000533357	five_prime_UTR
chr1	161314174	161314405	ENST00000367975	promoter
chr1	161314426	161314520	ENST00000367975	promoter
chr1	161314381	161314405	ENST00000367975	five_prime_UTR
chr1	161362434	161363206	ENST00000367975	three_prime_UTR
chr1	161505210	161505467	ENST00000271450	promoter
chr1	161505553	161505558	ENST00000271450	promoter
chr1	161505457	161505467	ENST00000271450	five_prime_UTR
chr1	161518149	161519829	ENST00000271450	three_prime_UTR
chr1	161623196	161624514	ENST00000650385	three_prime_UTR
chr1	161631037	161631054	ENST00000650385	promoter
chr1	161631095	161631442	ENST00000650385	promoter
chr1	161631095	161631176	ENST00000650385	five_prime_UTR
chr1	162632215	162632561	ENST00000367921	promoter
chr1	162632464	162632631	ENST00000367921	five_prime_UTR
chr1	162632632	162632651	ENST00000367921	5_prime_intron
chr1	162655191	162655210	ENST00000367921	5_prime_intron
chr1	162655211	162655374	ENST00000367921	five_prime_UTR
chr1	162655375	162655394	ENST00000367921	5_prime_intron
chr1	162719017	162719036	ENST00000367921	5_prime_intron
chr1	162719037	162719063	ENST00000367921	five_prime_UTR
chr1	162780247	162787405	ENST00000367921	three_prime_UTR
chr1	164558918	164559323	ENST00000420696	promoter
chr1	164559184	164559822	ENST00000420696	five_prime_UTR
chr1	164846677	164851831	ENST00000420696	three_prime_UTR
chr1	165201867	165203879	ENST00000342310	three_prime_UTR
chr1	165355560	165355581	ENST00000342310	five_prime_UTR
chr1	165355582	165355601	ENST00000342310	5_prime_intron
chr1	165356335	165356354	ENST00000342310	5_prime_intron
chr1	165356355	165356715	ENST00000342310	five_prime_UTR
chr1	165356576	165356981	ENST00000342310	promoter
chr1	168079542	168085530	ENST00000682931	three_prime_UTR
chr1	168104851	168104894	ENST00000682931	five_prime_UTR
chr1	168104895	168104914	ENST00000682931	5_prime_intron
chr1	168136719	168136738	ENST00000682931	5_prime_intron
chr1	168136739	168136930	ENST00000682931	five_prime_UTR
chr1	168136791	168137196	ENST00000682931	promoter
chr1	169511951	169514312	ENST00000367797	three_prime_UTR
chr1	169586387	169586662	ENST00000367797	promoter
chr1	169586387	169586481	ENST00000367797	five_prime_UTR
chr1	170663950	170664218	ENST00000239461	promoter
chr1	170664131	170664218	ENST00000239461	five_prime_UTR
chr1	170736187	170739421	ENST00000239461	three_prime_UTR
chr1	171635417	171635924	ENST00000037502	three_prime_UTR
chr1	171652612	171652954	ENST00000037502	promoter
chr1	171652612	171652688	ENST00000037502	five_prime_UTR
chr1	172658865	172659170	ENST00000367721	promoter
chr1	172659103	172659201	ENST00000367721	five_prime_UTR
chr1	172666017	172666876	ENST00000367721	three_prime_UTR
chr1	173903800	173903888	ENST00000367698	three_prime_UTR
chr1	173917260	173917508	ENST00000367698	promoter
chr1	173917260	173917327	ENST00000367698	five_prime_UTR
chr1	180230083	180230376	ENST00000263726	promoter
chr1	180230264	180230529	ENST00000263726	five_prime_UTR
chr1	180274580	180278984	ENST00000263726	three_prime_UTR
chr1	180631784	180632134	ENST00000367590	promoter
chr1	180632022	180632201	ENST00000367590	five_prime_UTR
chr1	180884067	180890279	ENST00000367590	three_prime_UTR
chr1	181483336	181483744	ENST00000367573	promoter
chr1	181483517	181483744	ENST00000367573	five_prime_UTR
chr1	181798835	181808084	ENST00000367573	three_prime_UTR
chr1	193121798	193122148	ENST00000367435	promoter
chr1	193122031	193122200	ENST00000367435	five_prime_UTR
chr1	193250713	193254815	ENST00000367435	three_prime_UTR
chr1	196225779	196228223	ENST00000294725	three_prime_UTR
chr1	196608310	196608706	ENST00000294725	promoter
chr1	196608310	196608440	ENST00000294725	five_prime_UTR
chr1	196651746	196652110	ENST00000367429	promoter
chr1	196652043	196652117	ENST00000367429	five_prime_UTR
chr1	196747314	196747504	ENST00000367429	three_prime_UTR
chr1	196774659	196774886	ENST00000367425	promoter
chr1	196774945	196774998	ENST00000367425	promoter
chr1	196774840	196774886	ENST00000367425	five_prime_UTR
chr1	196793514	196795407	ENST00000367425	three_prime_UTR
chr1	196819465	196819844	ENST00000320493	promoter
chr1	196819731	196819844	ENST00000320493	five_prime_UTR
chr1	196832000	196832189	ENST00000320493	three_prime_UTR
chr1	196887786	196888150	ENST00000608469	promoter
chr1	196888052	196888150	ENST00000608469	five_prime_UTR
chr1	196918407	196918633	ENST00000608469	three_prime_UTR
chr1	196943472	196943877	ENST00000367415	promoter
chr1	196943738	196943880	ENST00000367415	five_prime_UTR
chr1	196959081	196959622	ENST00000367415	three_prime_UTR
chr1	196977290	196977664	ENST00000256785	promoter
chr1	196977556	196977664	ENST00000256785	five_prime_UTR
chr1	197008684	197009678	ENST00000256785	three_prime_UTR
chr1	197038741	197039377	ENST00000367412	three_prime_UTR
chr1	197067121	197067159	ENST00000367412	promoter
chr1	197067224	197067526	ENST00000367412	promoter
chr1	197067224	197067260	ENST00000367412	five_prime_UTR
chr1	197268039	197268382	ENST00000367400	promoter
chr1	197268252	197268412	ENST00000367400	five_prime_UTR
chr1	197477880	197478455	ENST00000367400	three_prime_UTR
chr1	200969390	200973520	ENST00000461742	three_prime_UTR
chr1	201023384	201023714	ENST00000461742	five_prime_UTR
chr1	201023560	201023907	ENST00000461742	promoter
chr1	201039512	201039830	ENST00000362061	three_prime_UTR
chr1	201112340	201112426	ENST00000362061	five_prime_UTR
chr1	201112347	201112690	ENST00000362061	promoter
chr1	201359014	201359209	ENST00000656932	three_prime_UTR
chr1	201373255	201373268	ENST00000656932	five_prime_UTR
chr1	201373269	201373288	ENST00000656932	5_prime_intron
chr1	201377603	201377622	ENST00000656932	5_prime_intron
chr1	201377613	201378012	ENST00000656932	promoter
chr1	201377623	201377680	ENST00000656932	five_prime_UTR
chr1	202590596	202596756	ENST00000367268	three_prime_UTR
chr1	202605773	202605789	ENST00000367268	five_prime_UTR
chr1	202605790	202605809	ENST00000367268	5_prime_intron
chr1	202710238	202710257	ENST00000367268	5_prime_intron
chr1	202710258	202710454	ENST00000367268	five_prime_UTR
chr1	202710343	202710659	ENST00000367268	promoter
chr1	202724495	202729035	ENST00000367265	three_prime_UTR
chr1	202808306	202808421	ENST00000367265	five_prime_UTR
chr1	202808322	202808655	ENST00000367265	promoter
chr1	203861332	203861659	ENST00000414487	promoter
chr1	203861599	203861659	ENST00000414487	five_prime_UTR
chr1	203869933	203871152	ENST00000414487	three_prime_UTR
chr1	204154819	204155015	ENST00000272190	three_prime_UTR
chr1	204166294	204166603	ENST00000272190	promoter
chr1	204166294	204166337	ENST00000272190	five_prime_UTR
chr1	205142505	205147557	ENST00000367162	three_prime_UTR
chr1	205211536	205211702	ENST00000367162	five_prime_UTR
chr1	205211561	205211883	ENST00000367162	promoter
chr1	207751834	207752184	ENST00000367042	promoter
chr1	207752054	207752212	ENST00000367042	five_prime_UTR
chr1	207790305	207790345	ENST00000367042	three_prime_UTR
chr1	207790346	207790365	ENST00000367042	3_prime_intron
chr1	207793499	207793518	ENST00000367042	3_prime_intron
chr1	207793519	207795504	ENST00000367042	three_prime_UTR
chr1	209614870	209615270	ENST00000356082	three_prime_UTR
chr1	209650945	209650981	ENST00000356082	five_prime_UTR
chr1	209650982	209651001	ENST00000356082	5_prime_intron
chr1	209652349	209652368	ENST00000356082	5_prime_intron
chr1	209652358	209652731	ENST00000356082	promoter
chr1	209652369	209652425	ENST00000356082	five_prime_UTR
chr1	209785617	209788419	ENST00000367021	three_prime_UTR
chr1	209801414	209801416	ENST00000367021	five_prime_UTR
chr1	209801417	209801436	ENST00000367021	5_prime_intron
chr1	209801952	209801971	ENST00000367021	5_prime_intron
chr1	209801972	209802043	ENST00000367021	five_prime_UTR
chr1	209802044	209802063	ENST00000367021	5_prime_intron
chr1	209805927	209805946	ENST00000367021	5_prime_intron
chr1	209805947	209806142	ENST00000367021	five_prime_UTR
chr1	209806009	209806356	ENST00000367021	promoter
chr1	210678314	210683280	ENST00000271751	three_prime_UTR
chr1	211133946	211134148	ENST00000271751	five_prime_UTR
chr1	211134048	211134398	ENST00000271751	promoter
chr1	215622891	215625780	ENST00000307340	three_prime_UTR
chr1	216422337	216422540	ENST00000307340	five_prime_UTR
chr1	216422541	216422560	ENST00000307340	5_prime_intron
chr1	216423165	216423629	ENST00000307340	promoter
chr1	216423194	216423213	ENST00000307340	5_prime_intron
chr1	216423214	216423448	ENST00000307340	five_prime_UTR
chr1	218345070	218345475	ENST00000366930	promoter
chr1	218345336	218346701	ENST00000366930	five_prime_UTR
chr1	218441363	218444619	ENST00000366930	three_prime_UTR
chr1	222814850	222815200	ENST00000675850	promoter
chr1	222815039	222815078	ENST00000675850	five_prime_UTR
chr1	222815079	222815098	ENST00000675850	5_prime_intron
chr1	222928410	222928429	ENST00000675850	5_prime_intron
chr1	222928430	222928570	ENST00000675850	five_prime_UTR
chr1	222928571	222928590	ENST00000675850	5_prime_intron
chr1	222942787	222942806	ENST00000675850	5_prime_intron
chr1	222942807	222942823	ENST00000675850	five_prime_UTR
chr1	223005973	223005995	ENST00000675850	three_prime_UTR
chr1	224385146	224389834	ENST00000414423	three_prime_UTR
chr1	224434406	224434797	ENST00000414423	five_prime_UTR
chr1	224434658	224435063	ENST00000414423	promoter
chr1	225401502	225403302	ENST00000272163	three_prime_UTR
chr1	225424076	225424089	ENST00000272163	five_prime_UTR
chr1	225424090	225424109	ENST00000272163	5_prime_intron
chr1	225427934	225427953	ENST00000272163	5_prime_intron
chr1	225427954	225428038	ENST00000272163	five_prime_UTR
chr1	225427971	225428365	ENST00000272163	promoter
chr1	226870395	226870745	ENST00000366783	promoter
chr1	226870616	226870649	ENST00000366783	five_prime_UTR
chr1	226870650	226870669	ENST00000366783	5_prime_intron
chr1	226871242	226871261	ENST00000366783	5_prime_intron
chr1	226871262	226871404	ENST00000366783	five_prime_UTR
chr1	226871405	226871424	ENST00000366783	5_prime_intron
chr1	226875345	226875364	ENST00000366783	5_prime_intron
chr1	226875365	226875550	ENST00000366783	five_prime_UTR
chr1	226875551	226875570	ENST00000366783	5_prime_intron
chr1	226881868	226881887	ENST00000366783	5_prime_intron
chr1	226881888	226881907	ENST00000366783	five_prime_UTR
chr1	226895580	226896098	ENST00000366783	three_prime_UTR
chr1	228082447	228082797	ENST00000272102	promoter
chr1	228082708	228082765	ENST00000272102	five_prime_UTR
chr1	228082766	228082785	ENST00000272102	5_prime_intron
chr1	228097058	228097077	ENST00000272102	5_prime_intron
chr1	228097078	228097114	ENST00000272102	five_prime_UTR
chr1	228098014	228099212	ENST00000272102	three_prime_UTR
chr1	228149664	228150069	ENST00000366714	promoter
chr1	228149930	228150007	ENST00000366714	five_prime_UTR
chr1	228150008	228150027	ENST00000366714	5_prime_intron
chr1	228157720	228157739	ENST00000366714	5_prime_intron
chr1	228157740	228157758	ENST00000366714	five_prime_UTR
chr1	228159079	228159826	ENST00000366714	three_prime_UTR
chr1	229431245	229431498	ENST00000366684	three_prime_UTR
chr1	229433116	229433127	ENST00000366684	five_prime_UTR
chr1	229433128	229433147	ENST00000366684	5_prime_intron
chr1	229433955	229434360	ENST00000366684	promoter
chr1	229433984	229434003	ENST00000366684	5_prime_intron
chr1	229434004	229434094	ENST00000366684	five_prime_UTR
chr1	231363756	231366410	ENST00000366641	three_prime_UTR
chr1	231421889	231422287	ENST00000366641	five_prime_UTR
chr1	231422148	231422553	ENST00000366641	promoter
chr1	234604269	234607136	ENST00000366609	three_prime_UTR
chr1	234609495	234610178	ENST00000366609	five_prime_UTR
chr1	234610039	234610444	ENST00000366609	promoter
chr1	236394105	236394444	ENST00000334232	promoter
chr1	236394286	236394444	ENST00000334232	five_prime_UTR
chr1	236482650	236484930	ENST00000334232	three_prime_UTR
chr1	236686241	236686574	ENST00000366578	promoter
chr1	236686499	236686673	ENST00000366578	five_prime_UTR
chr1	236762620	236764631	ENST00000366578	three_prime_UTR
chr1	237041928	237042278	ENST00000366574	promoter
chr1	237042184	237042521	ENST00000366574	five_prime_UTR
chr1	237832648	237833988	ENST00000366574	three_prime_UTR
chr1	241497603	241497827	ENST00000366560	three_prime_UTR
chr1	241519723	241519984	ENST00000366560	promoter
chr1	241519723	241519755	ENST00000366560	five_prime_UTR
chr1	243255762	243256112	ENST00000366541	promoter
chr1	243256041	243256173	ENST00000366541	five_prime_UTR
chr1	243499724	243499755	ENST00000673466	three_prime_UTR
chr1	243499786	243505248	ENST00000673466	three_prime_UTR
chr1	243499786	243500091	ENST00000366541	three_prime_UTR
chr1	243843171	243843282	ENST00000673466	five_prime_UTR
chr1	243843283	243843302	ENST00000673466	5_prime_intron
chr1	243850020	243850039	ENST00000673466	5_prime_intron
chr1	243850040	243850243	ENST00000673466	five_prime_UTR
chr1	243850104	243850509	ENST00000673466	promoter
chr1	244051054	244051383	ENST00000358704	promoter
chr1	244051283	244051431	ENST00000358704	five_prime_UTR
chr1	244051445	244051451	ENST00000358704	5_prime_intron
chr1	244055371	244057476	ENST00000358704	three_prime_UTR
chr1	244850297	244854449	ENST00000640218	three_prime_UTR
chr1	244864308	244864543	ENST00000640218	five_prime_UTR
chr1	244864402	244864752	ENST00000640218	promoter
chr1	247415992	247416240	ENST00000336119	promoter
chr1	247416173	247416193	ENST00000336119	five_prime_UTR
chr1	247416194	247416213	ENST00000336119	5_prime_intron
chr1	247418033	247418052	ENST00000336119	5_prime_intron
chr1	247418053	247418800	ENST00000336119	five_prime_UTR
chr1	247448505	247448817	ENST00000336119	three_prime_UTR
chr2	1789113	1791866	ENST00000647738	three_prime_UTR
chr2	1997171	1997190	ENST00000647738	5_prime_intron
chr2	1997191	1997347	ENST00000647738	five_prime_UTR
chr2	1997348	1997367	ENST00000647738	5_prime_intron
chr2	2053958	2053977	ENST00000647738	5_prime_intron
chr2	2053978	2054123	ENST00000647738	five_prime_UTR
chr2	2054124	2054143	ENST00000647738	5_prime_intron
chr2	2172852	2172871	ENST00000647738	5_prime_intron
chr2	2172872	2172988	ENST00000647738	five_prime_UTR
chr2	2172989	2173008	ENST00000647738	5_prime_intron
chr2	2284384	2284403	ENST00000647738	5_prime_intron
chr2	2284404	2284503	ENST00000647738	five_prime_UTR
chr2	2284504	2284523	ENST00000647738	5_prime_intron
chr2	2330947	2330966	ENST00000647738	5_prime_intron
chr2	2330967	2331275	ENST00000647738	five_prime_UTR
chr2	2331136	2331541	ENST00000647738	promoter
chr2	3575079	3575440	ENST00000645674	promoter
chr2	3575260	3575350	ENST00000645674	five_prime_UTR
chr2	3575351	3575370	ENST00000645674	5_prime_intron
chr2	3575572	3575591	ENST00000645674	5_prime_intron
chr2	3575592	3575609	ENST00000645674	five_prime_UTR
chr2	3580883	3580920	ENST00000645674	three_prime_UTR
chr2	5692118	5692523	ENST00000322002	promoter
chr2	5692384	5692721	ENST00000322002	five_prime_UTR
chr2	5694048	5701385	ENST00000322002	three_prime_UTR
chr2	8728858	8730719	ENST00000256707	three_prime_UTR
chr2	8827094	8827129	ENST00000256707	five_prime_UTR
chr2	8827130	8827149	ENST00000256707	5_prime_intron
chr2	8837459	8837808	ENST00000256707	promoter
chr2	8837460	8837479	ENST00000256707	5_prime_intron
chr2	8837480	8837613	ENST00000256707	five_prime_UTR
chr2	10439968	10440723	ENST00000234111	three_prime_UTR
chr2	10445033	10445049	ENST00000234111	five_prime_UTR
chr2	10445050	10445069	ENST00000234111	5_prime_intron
chr2	10445135	10445154	ENST00000234111	5_prime_intron
chr2	10445155	10445264	ENST00000234111	five_prime_UTR
chr2	10445265	10445284	ENST00000234111	5_prime_intron
chr2	10448101	10448120	ENST00000234111	5_prime_intron
chr2	10448121	10448327	ENST00000234111	five_prime_UTR
chr2	10448260	10448527	ENST00000234111	promoter
chr2	15940240	15940617	ENST00000281043	promoter
chr2	15940550	15940743	ENST00000281043	five_prime_UTR
chr2	15940744	15940763	ENST00000281043	5_prime_intron
chr2	15941928	15941947	ENST00000281043	5_prime_intron
chr2	15941948	15942064	ENST00000281043	five_prime_UTR
chr2	15946098	15947004	ENST00000281043	three_prime_UTR
chr2	19992052	19993110	ENST00000407540	three_prime_UTR
chr2	20012632	20013015	ENST00000407540	promoter
chr2	20012632	20012668	ENST00000407540	five_prime_UTR
chr2	21001429	21001729	ENST00000233242	three_prime_UTR
chr2	21043946	21044268	ENST00000233242	promoter
chr2	21043946	21044073	ENST00000233242	five_prime_UTR
chr2	25227874	25234278	ENST00000321117	three_prime_UTR
chr2	25313985	25314161	ENST00000321117	five_prime_UTR
chr2	25314162	25314181	ENST00000321117	5_prime_intron
chr2	25341806	25341825	ENST00000321117	5_prime_intron
chr2	25341826	25341925	ENST00000321117	five_prime_UTR
chr2	25341831	25342163	ENST00000321117	promoter
chr2	25733753	25742028	ENST00000435504	three_prime_UTR
chr2	25878223	25878487	ENST00000435504	five_prime_UTR
chr2	25878420	25878759	ENST00000435504	promoter
chr2	26692443	26692793	ENST00000302909	promoter
chr2	26692722	26692875	ENST00000302909	five_prime_UTR
